SCFraction Space sdtev
0.46 0.166357421875 0.0050663738734991765 
0.47 0.16044921875 0.005232589189303813 
0.48 0.15699462890625 0.005597413019831292 
0.49 0.1552490234375 0.005862375127117336 
0.5 0.14935302734375 0.006533157051961855 


SCFraction TA4 sdtev
0.01 0.6603845357894897 0.013003159697425527 
0.02 0.4252605676651001 0.01938082679952885 
0.03 0.26391098499298093 0.017542338613947404 
0.04 0.16149358749389647 0.015006228750325666 
0.05 0.1034996747970581 0.010464570829383879 
0.06 0.06185226440429688 0.0118492588397062 
0.07 0.044511032104492185 0.00802539176513776 
0.08 0.030199575424194335 0.005166058430529642 
0.09 0.02545299530029297 0.004258914050744067 
0.1 0.022724509239196777 0.0031046028257508654 
0.11 0.020278406143188477 0.002916348486858881 
0.12 0.017648887634277344 0.0020496772136116372 
0.13 0.014963459968566895 0.002915369104423598 
0.14 0.012372493743896484 0.002659638370327032 
0.15 0.010498833656311036 0.002377822028050586 
0.16 0.0076940059661865234 0.002421185640023583 
0.17 0.005169677734375 0.0019890534805899547 
0.18 0.004235076904296875 0.0018258024077578666 
0.19 0.002558469772338867 0.0012025515060922617 
0.2 0.0020435333251953127 9.992725635831056E-4 
0.21 0.0015181541442871095 9.66090906342021E-4 
0.22 9.766578674316405E-4 8.370215301034742E-4 
0.23 8.358001708984375E-4 9.812205950553196E-4 
0.24 4.8675537109375E-4 6.127541461364483E-4 
0.25 3.99017333984375E-4 5.576722097892042E-4 
0.26 2.811431884765625E-4 4.3834523446429057E-4 
0.27 1.434326171875E-4 3.118323107306267E-4 
0.28 5.07354736328125E-5 1.4399711638797566E-4 
0.29 8.0108642578125E-5 1.8743327811336825E-4 
0.3 0.0 0.0 
0.31 3.96728515625E-5 1.3929862110628912E-4 
0.32 3.337860107421875E-5 1.454939489592777E-4 
0.33 0.0 0.0 
0.34 0.0 0.0 
0.35 2.09808349609375E-5 9.14533393458317E-5 
0.36 0.0 0.0 
0.37 0.0 0.0 
0.38 0.0 0.0 
0.39 0.0 0.0 
0.4 0.0 0.0 
0.41 0.0 0.0 
0.42 0.0 0.0 
0.43 0.0 0.0 
0.44 0.0 0.0 
0.45 0.0 0.0 
0.46 0.0 0.0 
0.47 0.0 0.0 
0.48 0.0 0.0 
0.49 0.0 0.0 
0.5 0.0 0.0 


